 "x" , "p" , "o" ,
 佩罗娜 , "http://kg.course/talkop-vivre-card/2年前" , 被打飞到希凯阿尔王国遗迹 ,
 佩罗娜 , "http://kg.course/talkop-vivre-card/？年前" , 小时候被莫利亚收养 ,
 佩罗娜 , "http://kg.course/talkop-vivre-card/？年前" , 成为动物僵尸•吓人僵尸的指挥官 ,
 龙马 , "http://kg.course/talkop-vivre-card/2年前" , 和索隆交战后转让秋水 ,
 龙马 , "http://kg.course/talkop-vivre-card/？年前" , 出生于和之国“铃后” ,
 龙马 , "http://kg.course/talkop-vivre-card/？年前" , 得到名刀「秋水」 ,
 龙马 , "http://kg.course/talkop-vivre-card/？年前" , 斩杀和之国都城上空出现的龙 ,
 龙马 , "http://kg.course/talkop-vivre-card/？年前" , 被莫利亚变成将军僵尸 ,
 龙马 , "http://kg.course/talkop-vivre-card/？年前" , 逝世 ,
 龙马 , "http://kg.course/talkop-vivre-card/23年前" , 遗体和秋水被偷走 ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/0年前" , 造访水之都 ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/2年前" , "交给娜美Big•Mom的生命卡" ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/2年前" , 莫利亚被打败，取回自己的影子 ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/2年前" , "路飞塞入100个人的影子，变成“梦魇•路飞”" ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/？年前" , 成为可可亚岛的巧克力大臣 ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/？年前" , 成立翻滚海贼团 ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/？年前" , "拒绝和洛基结婚，逃出WCI" ,
 夏洛特•罗拉 , "http://kg.course/talkop-vivre-card/5年前" , 影子被莫利亚夺走，被软禁在恐怖三桅帆船 ,
 治五郎 , "http://kg.course/talkop-vivre-card/2年前" , 得到索隆的影子复活 ,
 治五郎 , "http://kg.course/talkop-vivre-card/2年前" , 被莫利亚吸走影子 ,
 治五郎 , "http://kg.course/talkop-vivre-card/？年前" , "59岁丧命" ,
 治五郎 , "http://kg.course/talkop-vivre-card/？年前" , "为了保护家人斩杀了7000名海贼" ,
 治五郎 , "http://kg.course/talkop-vivre-card/？年前" , 尸体被从坟墓里偷出 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/0年前" , 重新组建恐怖三桅帆船海贼团 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/2年前" , 恐怖三桅帆船被“草帽一伙”破坏 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/2年前" , 顶上战争结束后，被从“七武海”中除名 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/？年前" , 加入“王下七武海” ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/？年前" , 在和之国和凯多战斗败北 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/？年前" , "成为3亿2000万的悬赏犯" ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/？年前" , 构筑巨大的海贼船恐怖三桅帆船 ,
 月光•莫利亚 , "http://kg.course/talkop-vivre-card/24年前" , "目睹哥尔•D•罗杰的处刑" ,
 奥兹 , "http://kg.course/talkop-vivre-card/2年前" , 被“草帽一伙”打败 ,
 奥兹 , "http://kg.course/talkop-vivre-card/2年前" , 被放入路飞的影子，作为僵尸复活 ,
 奥兹 , "http://kg.course/talkop-vivre-card/？年前" , 尸体在冰之国被莫利亚回收 ,
 奥兹 , "http://kg.course/talkop-vivre-card/？年前" , 赤身裸体在冰之国迷路冻死 ,
 奥兹 , "http://kg.course/talkop-vivre-card/500年前" , 把国家连岛一起搬回去，建立了恶棍之国 ,
 凯米 , "http://kg.course/talkop-vivre-card/0年前" , 在人鱼咖啡店工作 ,
 凯米 , "http://kg.course/talkop-vivre-card/2年前" , 和小八一起在章鱼烧店工作 ,
 凯米 , "http://kg.course/talkop-vivre-card/2年前" , 在人口贩卖店被拍卖 ,
 凯米 , "http://kg.course/talkop-vivre-card/2年前" , 被小八援救 ,
 凯米 , "http://kg.course/talkop-vivre-card/2年前" , 被马可罗一伙绑架 ,
 凯米 , "http://kg.course/talkop-vivre-card/？年前" , ：与帕帕古相遇 ,
 帕帕古 , "http://kg.course/talkop-vivre-card/2年前" , 和小八一起在章鱼烧店工作 ,
 帕帕古 , "http://kg.course/talkop-vivre-card/2年前" , 被小八援救 ,
 帕帕古 , "http://kg.course/talkop-vivre-card/2年前" , 被马可罗一伙绑架 ,
 帕帕古 , "http://kg.course/talkop-vivre-card/？年前" , "成为Criminal Brand公司的社长兼设计师" ,
 帕帕古 , "http://kg.course/talkop-vivre-card/？年前" , 成为凯米的宠物兼师父 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , 为了寻找“草帽一伙”而成立绑架集团 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , "因“整形Shot”容貌变化" ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , 在香波地群岛死守桑尼号 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , 山治的错误版本悬赏单面世 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , 绑架集团休业 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/2年前" , 被海军追捕 ,
 迪巴鲁 , "http://kg.course/talkop-vivre-card/？年前" , 开始在乡下做黑手党 ,
 夏尔莉亚宫 , "http://kg.course/talkop-vivre-card/2年前" , 参加香波地群岛的人类拍卖会 ,
 夏尔莉亚宫 , "http://kg.course/talkop-vivre-card/2年前" , 遭到“草帽一伙”袭击 ,
 夏尔莉亚宫 , "http://kg.course/talkop-vivre-card/2年前" , 遭受雷利的霸气而晕厥 ,
 罗兹瓦德圣 , "http://kg.course/talkop-vivre-card/0年前" , 在“世界会议”带着身为奴隶的大熊行走 ,
 罗兹瓦德圣 , "http://kg.course/talkop-vivre-card/2年前" , 参加香波地群岛的人类拍卖会 ,
 罗兹瓦德圣 , "http://kg.course/talkop-vivre-card/2年前" , 遭到“草帽一伙”袭击 ,
 夏琪（芍姨） , "http://kg.course/talkop-vivre-card/0年前" , 送行即将前往鱼人岛的“草帽一伙” ,
 夏琪（芍姨） , "http://kg.course/talkop-vivre-card/2年前" , 将路飞等人引见给雷利 ,
 夏琪（芍姨） , "http://kg.course/talkop-vivre-card/？年前" , 认识小八 ,
 夏琪（芍姨） , "http://kg.course/talkop-vivre-card/15年前" , 从天龙人手中藏匿戈耳工三姐妹 ,
 夏琪（芍姨） , "http://kg.course/talkop-vivre-card/42年前" , 结束海贼生涯 ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/0年前" , "策划Big Mom暗杀计划，失败" ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/2年前" , 作为“超新星”登陆香波地群岛 ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/？年前" , 与戚风结婚，令其怀上贝茨 ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/？年前" , 对陆地感到厌倦，成立火焰坦克海贼团 ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到1亿3800万贝里" ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到3亿贝里" ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/？年前" , 支配“西海”的地下社会 ,
 卡彭·贝基 , "http://kg.course/talkop-vivre-card/1年前" , "加入Big Mom海贼团旗下" ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/0年前" , 潜入圣地“玛丽乔亚” ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/2年前" , 突入新世界 ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/2年前" , 败于黑胡子，被萨卡斯基抓捕 ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/？年前" , 从世界政府手中逃亡 ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/？年前" , 从海军本部逃出 ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/？年前" , 在“南海”出生 ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到1亿4000万贝里" ,
 乔艾莉·波妮 , "http://kg.course/talkop-vivre-card/？年前" , 邦妮海贼团成立 ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/0年前" , 与基德、阿普结成海贼同盟 ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/0年前" , 加入“四皇”凯多旗下 ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/2年前" , 作为“超新星”登陆香波地群岛 ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/？年前" , 在“新世界”歼灭茶胡子海贼团 ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到2亿4900万贝里" ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到3亿2000万贝里" ,
 巴吉尔·霍金斯 , "http://kg.course/talkop-vivre-card/？年前" , 霍金斯海贼团成立 ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/0年前" , 与阿普和霍金斯一起结成海贼同盟 ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/0年前" , 败于凯多，被囚禁 ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/2年前" , 突入“新世界” ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/？年前" , 与基拉一起成立基德海贼团 ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金达到3亿1500万贝里" ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/？年前" , "新世界达到4亿7000万贝里" ,
 尤斯塔斯·基德 , "http://kg.course/talkop-vivre-card/23年前" , 在“南海”出生 ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/0年前" , 和基德，霍金斯结称成海贼同盟 ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/0年前" , 遇到凯多，之后加入其麾下！？ ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/2年前" , 到达香波地诸岛 ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/2年前" , 和黄猿交手 ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金额涨到3亿5000万" ,
 打碟音·阿普 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏1亿9800万贝里的通缉犯" ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/0年前" , 带走卡里布 ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/2年前" , 袭击凯多的领地 ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/？年前" , 加入凯多旗下 ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/？年前" , 退出海军 ,
 "X·德雷克" , "http://kg.course/talkop-vivre-card/13年前" , 从米尼恩岛逃脱 ,
 乌尔基 , "http://kg.course/talkop-vivre-card/0年前" , "打败BIG MOM海贼团干部，四将星之一" ,
 乌尔基 , "http://kg.course/talkop-vivre-card/2年前" , 到达“新世界” ,
 乌尔基 , "http://kg.course/talkop-vivre-card/2年前" , 成为“超新星”中的一员 ,
 乌尔基 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏1亿800万贝里的通缉犯！！" ,
 乌尔基 , "http://kg.course/talkop-vivre-card/？年前" , 降落到青海，成为海贼 ,
 基拉 , "http://kg.course/talkop-vivre-card/0年前" , 成功和霍金斯海贼团，广播海贼团结成同盟 ,
 基拉 , "http://kg.course/talkop-vivre-card/2年前" , 到达“新世界” ,
 基拉 , "http://kg.course/talkop-vivre-card/2年前" , 成为“超新星”中的一员 ,
 基拉 , "http://kg.course/talkop-vivre-card/？年前" , 加入基德海贼团 ,
 基拉 , "http://kg.course/talkop-vivre-card/？年前" , 和基德一起度过童年 ,
 基拉 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金额涨到2亿贝里" ,
 基拉 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏1亿6200万贝里的通缉犯" ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/0年前" , 和“草帽一伙”结成同盟 ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/0年前" , "经过德雷斯罗萨一战，悬赏金额涨到5亿贝里！！" ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/？年前" , "悬赏金涨到4亿4千万" ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏2亿贝里的通缉犯" ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/？年前" , 成立红心海贼团 ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/13年前" , 吃下“手术果实”，成为能力者 ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/1年前" , 加入“王下七武海” ,
 特拉法尔加·罗 , "http://kg.course/talkop-vivre-card/16年前" , 加入堂吉诃德家族 ,
 贝波 , "http://kg.course/talkop-vivre-card/0年前" , 成功回到故乡佐乌 ,
 贝波 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 贝波 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏500贝里的通缉犯，闷闷不乐！！" ,
 贝波 , "http://kg.course/talkop-vivre-card/？年前" , 成为红心海贼团的航海士 ,
 贝波 , "http://kg.course/talkop-vivre-card/22年前" , 在“新世界”佐乌出生 ,
 贝波 , "http://kg.course/talkop-vivre-card/13年前" , 和罗，夏其，佩金相遇 ,
 贝波 , "http://kg.course/talkop-vivre-card/13年前" , 来到“北海”飞燕岛 ,
 贝波 , "http://kg.course/talkop-vivre-card/14年前" , 为追随哥哥跑出佐乌 ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/0年前" , 在圣地“玛丽乔亚”下令捕获白星 ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/0年前" , 被缪斯加尔德圣揍 ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/2年前" , 参加香波地群岛的人类拍卖会 ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/2年前" , "出价5亿贝里中标凯米" ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/2年前" , 被路飞打飞 ,
 查尔罗斯圣 , "http://kg.course/talkop-vivre-card/2年前" , "迎接玛丽为“第13夫人”" ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/2年前" , "成为蒙奇·D·路飞的老师" ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/？年前" , 成立罗杰海贼团 ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/？年前" , 房子被烧，住到船上 ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/？年前" , "邂逅哥尔·D·罗杰" ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/24年前" , 大海贼时代开幕 ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/25年前" , 罗杰海贼团解散 ,
 西尔巴斯·雷利 , "http://kg.course/talkop-vivre-card/25年前" , 称霸“伟大航路” ,
 和平主义者 , "http://kg.course/talkop-vivre-card/0年前" , "再次与“草帽一伙”交战，2台“试作品”损坏" ,
 和平主义者 , "http://kg.course/talkop-vivre-card/2年前" , "20多台“试作品”投入顶上战争" ,
 和平主义者 , "http://kg.course/talkop-vivre-card/2年前" , "PX-0改造完成，熊的人格完全消失" ,
 和平主义者 , "http://kg.course/talkop-vivre-card/2年前" , 在香波地群岛迎击“超新星” ,
 和平主义者 , "http://kg.course/talkop-vivre-card/？年前" , "Dr.贝加庞克开始对熊进行改造" ,
 和平主义者 , "http://kg.course/talkop-vivre-card/？年前" , "开始量产以熊(PX-0)为原型的“试作品”" ,
 波鲁萨利诺 , "http://kg.course/talkop-vivre-card/12年前" , 将恶龙送进监狱 ,
 波鲁萨利诺 , "http://kg.course/talkop-vivre-card/2年前" , 出战顶上战争 ,
 波鲁萨利诺 , "http://kg.course/talkop-vivre-card/2年前" , 在香波地群岛与雷利交战 ,
 波鲁萨利诺 , "http://kg.course/talkop-vivre-card/？年前" , 晋升为海军大将 ,
 波鲁萨利诺 , "http://kg.course/talkop-vivre-card/32年前" , 加入海军 ,
 战桃丸 , "http://kg.course/talkop-vivre-card/0年前" , 未能抓捕到重新集结的“草帽一伙” ,
 战桃丸 , "http://kg.course/talkop-vivre-card/0年前" , 逮捕冒牌“草帽一伙” ,
 战桃丸 , "http://kg.course/talkop-vivre-card/2年前" , 在香波地群岛迎击“草帽一伙” ,
 战桃丸 , "http://kg.course/talkop-vivre-card/2年前" , 率领和平主义者参战顶上战争 ,
 战桃丸 , "http://kg.course/talkop-vivre-card/？年前" , 就任海军本部科学部队队长 ,
 战桃丸 , "http://kg.course/talkop-vivre-card/1年前" , 成为正式海军 ,
 玛格丽特 , "http://kg.course/talkop-vivre-card/0年前" , 在露斯卡伊那岛为路飞送行 ,
 玛格丽特 , "http://kg.course/talkop-vivre-card/2年前" , 为路飞说话而被汉库克石化 ,
 玛格丽特 , "http://kg.course/talkop-vivre-card/2年前" , 发现濒死的路飞，将其救出 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/0年前" , 将路飞送至香波地群岛 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/2年前" , 协助路飞侵入因佩尔大监狱 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/2年前" , 把负伤的路飞藏匿在女儿岛 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/？年前" , 成为“甜甜果实”的能力者 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/15年前" , 趁着费雪•泰格解放奴隶的机会逃走 ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/13年前" , 成为九蛇海贼团的船长，加盟“王下七武海” ,
 波雅•汉库克 , "http://kg.course/talkop-vivre-card/19年前" , 被人贩子绑架，卖给了天龙人 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/2年前" , 将路飞送至香波地群岛 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/2年前" , 和雷利再会 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/？年前" , 受到雷利、夏琪和咋婆婆的保护 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/？年前" , 成为“蛇蛇果实”森蚺型的能力者 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/15年前" , 趁着费雪•泰格解放奴隶的机会逃走 ,
 波雅•桑达索尼娅 , "http://kg.course/talkop-vivre-card/19年前" , 被人贩子绑架，卖给了天龙人 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/2年前" , 将路飞送至香波地群岛 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/2年前" , 和雷利再会 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/？年前" , 受到雷利、夏琪和咋婆婆的保护 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/？年前" , 成为“蛇蛇果实”眼镜王蛇型的能力者 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/15年前" , 趁着费雪•泰格解放奴隶的机会逃走 ,
 波雅•玛丽戈尔德 , "http://kg.course/talkop-vivre-card/19年前" , 被人贩子绑架，卖给了天龙人 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/0年前" , 打扮开始时髦 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/2年前" , 和娜美相遇 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/2年前" , 支援“草帽一伙”再次起航 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/2年前" , 教给娜美“新世界”的气候 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/66年前" , 开始采集全世界的气候记录 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/67年前" , 人工空岛维萨利亚建成 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/82年前" , 埋头学习气候科学 ,
 哈雷达斯 , "http://kg.course/talkop-vivre-card/97年前" , 出生于空岛比尔卡 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/0年前" , 将乌索普送到香波地群岛 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/0年前" , 目送“草帽一伙”起航 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/2年前" , 和乌索普相遇 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/2年前" , "传授给乌索普Pop Green的知识" ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/24年前" , 尽管失去了伙伴，但仍继续研究 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/51年前" , 出生于“南海” ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/25年前" , 抵达波音列岛 ,
 赫拉克勒斯 , "http://kg.course/talkop-vivre-card/28年前" , 作为植物学家出海 ,
 汉尼拔 , "http://kg.course/talkop-vivre-card/0年前" , 晋升为因佩尔大监狱署长 ,
 汉尼拔 , "http://kg.course/talkop-vivre-card/2年前" , 被黑胡子造成了濒死的重伤 ,
 汉尼拔 , "http://kg.course/talkop-vivre-card/2年前" , 阻止路飞等人越狱 ,
 汉尼拔 , "http://kg.course/talkop-vivre-card/？年前" , 就任因佩尔大监狱副署长 ,
 麦哲伦 , "http://kg.course/talkop-vivre-card/0年前" , 辞去署长一职，降职为副署长 ,
 麦哲伦 , "http://kg.course/talkop-vivre-card/2年前" , 监狱被破坏，大量罪犯们成功越狱 ,
 麦哲伦 , "http://kg.course/talkop-vivre-card/？年前" , 成为因佩尔大监狱的副署长 ,
 麦哲伦 , "http://kg.course/talkop-vivre-card/？年前" , 成为因佩尔大监狱的署长 ,
 麦哲伦 , "http://kg.course/talkop-vivre-card/22年前" , 因佩尔大监狱史上第一次令金狮子西奇成功越狱 ,
 萨鲁戴斯 , "http://kg.course/talkop-vivre-card/0年前" , 身体急速成长 ,
 萨鲁戴斯 , "http://kg.course/talkop-vivre-card/2年前" , 蓝猩猩部队被伊万科夫打败 ,
 萨鲁戴斯 , "http://kg.course/talkop-vivre-card/？年前" , 分配到海底监狱因佩尔当 ,
 萨鲁戴斯 , "http://kg.course/talkop-vivre-card/？年前" , 就任看守长兼蓝猩猩指挥官 ,
 小萨蒂 , "http://kg.course/talkop-vivre-card/0年前" , 单相思新任副署长麦哲伦 ,
 小萨蒂 , "http://kg.course/talkop-vivre-card/2年前" , 和越狱众人交战，败于伊万科夫 ,
 小萨蒂 , "http://kg.course/talkop-vivre-card/？年前" , 就任因佩尔大监狱的狱卒长 ,
 闪电 , "http://kg.course/talkop-vivre-card/2年前" , 和伊万科夫一起越狱 ,
 闪电 , "http://kg.course/talkop-vivre-card/2年前" , 在顶上战争协助路飞 ,
 闪电 , "http://kg.course/talkop-vivre-card/？年前" , "被关进因佩尔大监狱LV5" ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/2年前" , 从因佩尔大监狱逃脱 ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/2年前" , 磨炼山治 ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/？年前" , 加入革命军 ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/？年前" , 升为革命军干部 ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/？年前" , 在因佩尔大监狱成立新人类乐园 ,
 安布里奥•伊万科夫 , "http://kg.course/talkop-vivre-card/？年前" , 被抓进因佩尔大监狱 ,
 希留 , "http://kg.course/talkop-vivre-card/0年前" , 成为黑胡子海贼团第二队队长 ,
 希留 , "http://kg.course/talkop-vivre-card/2年前" , 加入黑胡子海贼团 ,
 希留 , "http://kg.course/talkop-vivre-card/2年前" , 被关进因佩尔大监狱第六层 ,
 希留 , "http://kg.course/talkop-vivre-card/？年前" , 成为因佩尔大监狱的看守长 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/2年前" , 和库赞对决并取得胜利 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/2年前" , 晋升为海军元帅 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/？年前" , 晋升为海军大将 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/22年前" , 参与毁灭奥哈拉的非常召集 ,
 萨卡斯基 , "http://kg.course/talkop-vivre-card/32年前" , 加入海军 ,
 斯库亚德 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 斯库亚德 , "http://kg.course/talkop-vivre-card/？年前" , 加入白胡子海贼团麾下 ,
 斯库亚德 , "http://kg.course/talkop-vivre-card/？年前" , 败给罗杰海贼团，失去了海贼团的伙伴 ,
 比斯塔 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 比斯塔 , "http://kg.course/talkop-vivre-card/？年前" , 加入白胡子海贼团 ,
 比斯塔 , "http://kg.course/talkop-vivre-card/？年前" , "担任第5队队长" ,
 "小奥兹.Jr" , "http://kg.course/talkop-vivre-card/2年前" , 参加“玛林福德顶上战争” ,
 "小奥兹.Jr" , "http://kg.course/talkop-vivre-card/？年前" , 加入白胡子海贼团麾下 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/2年前" , 在蒂奇的指引下从因佩尔监狱逃脱 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/2年前" , 进入新世界 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/？年前" , 成为海贼 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/？年前" , 被收押进因佩尔大监狱 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/？年前" , 被称为巨大战舰 ,
 圣胡安•恶狼 , "http://kg.course/talkop-vivre-card/99年前" , 在巨人族村落诞生 ,
 阿萨 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 阿萨 , "http://kg.course/talkop-vivre-card/2年前" , 在蒂奇的指引下从因佩尔监狱逃脱 ,
 阿萨 , "http://kg.course/talkop-vivre-card/2年前" , 进入新世界 ,
 阿萨 , "http://kg.course/talkop-vivre-card/？年前" , 成为海贼 ,
 阿萨 , "http://kg.course/talkop-vivre-card/？年前" , 被收押进因佩尔大监狱 ,
 阿萨 , "http://kg.course/talkop-vivre-card/？年前" , 被称为巨大战舰 ,
 阿萨 , "http://kg.course/talkop-vivre-card/99年前" , 在巨人族村落诞生 ,
 巴斯克•乔特 , "http://kg.course/talkop-vivre-card/0年前" , 成为“十位巨汉船长”之一 ,
 巴斯克•乔特 , "http://kg.course/talkop-vivre-card/2年前" , 因为蒂奇而从因佩尔越狱 ,
 巴斯克•乔特 , "http://kg.course/talkop-vivre-card/？年前" , "被关进因佩尔大监狱LV6" ,
 卡特琳娜•戴彭 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 卡特琳娜•戴彭 , "http://kg.course/talkop-vivre-card/2年前" , 因为蒂奇而从因佩尔越狱 ,
 卡特琳娜•戴彭 , "http://kg.course/talkop-vivre-card/2年前" , 航向新世界 ,
